,data,hora,valor,FUNCAO_TRATADA,CATEGORIA_TRATADA,COMPROU,SEXO_TRATADO,IDADE_TRATADA
2223,2014-10-21,18:15,970.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
2224,2014-10-21,19:51,30.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2227,2014-10-22,13:53,10.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
2228,2014-10-22,15:28,449.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2229,2014-10-22,15:37,60.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2230,2014-10-22,15:45,55.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2231,2014-10-22,17:6,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2232,2014-10-22,18:24,25.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2233,2014-10-22,19:5,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2234,2014-10-22,21:3,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2238,2014-10-23,12:20,76.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
2239,2014-10-23,12:43,32.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2240,2014-10-23,12:50,25.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2243,2014-10-23,13:32,130.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2244,2014-10-23,15:41,32.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
2248,2014-10-23,17:17,40.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2249,2014-10-23,17:30,150.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
2250,2014-10-23,18:4,170.0,Funcionario,Impressoras,Sim,Feminino,Maior de 60
2251,2014-10-23,19:29,30.0,Aluno,Telecom,Sim,Masculino,Entre 18 e 30
2252,2014-10-24,11:55,25.0,Outros,Acessorios,Sim,Masculino,Maior de 60
2253,2014-10-24,12:2,160.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2254,2014-10-24,13:14,40.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
2255,2014-10-24,13:27,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2257,2014-10-24,19:17,25.0,Aluno,Apple,Sim,Masculino,Entre 30 e 60
2258,2014-10-24,19:21,23.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
2259,2014-10-24,20:59,20.0,Professor,Acessorios,Sim,Masculino,Maior de 60
2261,2014-10-27,10:21,135.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2262,2014-10-27,10:23,90.0,Outros,Apple,Sim,Masculino,Maior de 60
2264,2014-10-27,14:41,60.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
2266,2014-10-27,14:48,280.0,Outros,Telecom,Sim,Masculino,Entre 30 e 60
2267,2014-10-27,16:27,90.0,Funcionario,Apple,Sim,Feminino,Entre 18 e 30
2270,2014-10-27,16:48,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2271,2014-10-27,16:56,30.0,Outros,Telecom,Sim,Masculino,Entre 30 e 60
2272,2014-10-27,17:2,110.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2273,2014-10-27,17:10,30.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2274,2014-10-27,18:3,90.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
2275,2014-10-27,18:16,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2276,2014-10-28,9:55,50.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2285,2014-10-29,9:41,20.0,Aluno,Acessorios,Sim,Feminino,Menor de 18
2286,2014-10-29,12:34,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2287,2014-10-29,13:14,650.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2289,2014-10-29,16:25,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2290,2014-10-29,17:55,90.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
2294,2014-10-30,13:0,30.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2295,2014-10-30,13:9,10.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2300,2014-10-30,19:18,80.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2301,2014-10-30,19:46,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2302,2014-10-30,19:47,36.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2303,2014-10-31,11:6,10.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
2304,2014-10-31,11:52,39.0,Professor,Acessorios,Sim,Feminino,Entre 30 e 60
2305,2014-10-31,12:55,40.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2306,2014-10-31,13:11,90.0,Funcionario,Apple,Sim,Feminino,Entre 18 e 30
2309,2014-10-31,16:44,218.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2310,2014-10-31,17:48,25.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2311,2014-10-31,17:56,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2312,2014-10-31,18:36,40.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2314,2014-11-01,10:8,25.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2315,2014-11-03,9:48,101.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2316,2014-11-03,9:57,52.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2319,2014-11-03,12:23,50.0,Outros,Impressoras,Sim,Masculino,Maior de 60
2323,2014-11-03,14:29,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2325,2014-11-03,16:43,170.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2327,2014-11-03,17:19,48.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2328,2014-11-03,17:51,60.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2329,2014-11-03,20:14,25.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2330,2014-11-03,20:15,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2331,2014-11-03,20:15,90.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
2334,2014-11-04,11:14,80.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2335,2014-11-04,12:4,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2338,2014-11-04,12:53,90.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
2342,2014-11-04,17:0,42.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2345,2014-11-04,19:11,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2347,2014-11-05,9:56,32.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2348,2014-11-05,10:24,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2351,2014-11-05,13:5,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2352,2014-11-05,13:5,68.0,Funcionario,Acessorios,Sim,Feminino,Maior de 60
2353,2014-11-05,14:34,120.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2354,2014-11-05,14:35,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2355,2014-11-05,14:36,279.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2356,2014-11-05,14:59,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2357,2014-11-05,15:0,25.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
2358,2014-11-05,15:3,80.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2360,2014-11-05,17:45,8.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2361,2014-11-05,18:57,45.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
2362,2014-11-05,20:40,36.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
2363,2014-11-05,20:42,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2364,2014-11-05,21:13,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2365,2014-11-06,9:36,40.0,Outros,Acessorios,Sim,Masculino,Maior de 60
2367,2014-11-06,12:41,10.0,Funcionario,Telecom,Sim,Feminino,Entre 30 e 60
2369,2014-11-06,13:4,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2370,2014-11-06,13:29,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2371,2014-11-06,13:30,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2372,2014-11-06,13:30,20.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2373,2014-11-06,14:4,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2376,2014-11-06,15:44,70.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2377,2014-11-06,15:52,30.0,Outros,Acessorios,Sim,Feminino,Maior de 60
2379,2014-11-06,17:14,80.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2380,2014-11-06,20:53,60.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
2381,2014-11-06,20:53,60.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2386,2014-11-07,13:51,10.0,Outros,Telecom,Sim,Masculino,Maior de 60
2387,2014-11-07,15:25,10.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2390,2014-11-07,18:23,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2391,2014-11-07,18:26,80.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2397,2014-11-10,10:21,60.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2400,2014-11-10,11:36,20.0,Aluno,Acessorios,Sim,Feminino,Entre 30 e 60
2401,2014-11-10,14:50,279.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2402,2014-11-10,15:54,40.0,Outros,Impressoras,Sim,Feminino,Entre 30 e 60
2403,2014-11-10,16:2,15.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2404,2014-11-10,16:15,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2405,2014-11-10,16:16,10.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2410,2014-11-10,19:29,20.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2411,2014-11-10,19:36,60.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2412,2014-11-10,21:15,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2414,2014-11-11,14:2,40.0,Funcionario,Impressoras,Sim,Masculino,Maior de 60
2415,2014-11-11,14:4,124.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2417,2014-11-11,14:10,120.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2419,2014-11-11,16:35,90.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
2420,2014-11-11,16:37,5.78,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2421,2014-11-11,16:47,1.66,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2422,2014-11-11,17:12,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2423,2014-11-11,18:20,8.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2424,2014-11-11,18:48,45.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2425,2014-11-11,19:47,999.0,Outros,Outros,Sim,Masculino,Maior de 60
2426,2014-11-11,20:3,90.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
2427,2014-11-12,9:44,15.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2428,2014-11-12,9:45,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2429,2014-11-12,10:17,10.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
2430,2014-11-12,11:23,50.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2432,2014-11-12,11:48,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2433,2014-11-12,12:4,36.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2436,2014-11-12,12:51,138.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
2438,2014-11-12,13:23,180.0,Funcionario,Games,Sim,Masculino,Entre 30 e 60
2441,2014-11-12,14:18,16.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2442,2014-11-12,14:18,10.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2443,2014-11-12,14:19,60.0,Outros,Acessorios,Sim,Masculino,Maior de 60
2444,2014-11-12,14:38,30.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2446,2014-11-12,15:21,125.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2447,2014-11-12,15:45,140.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
2448,2014-11-12,15:47,480.0,Funcionario,Outros,Sim,Masculino,Maior de 60
2449,2014-11-12,16:59,35.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2451,2014-11-12,17:19,145.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2452,2014-11-12,17:47,60.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2454,2014-11-12,18:34,102.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2456,2014-11-13,10:14,30.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2457,2014-11-13,10:24,10.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2461,2014-11-13,11:43,34.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
2462,2014-11-13,13:18,68.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
2463,2014-11-13,14:39,12.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2467,2014-11-13,17:46,90.0,Aluno,Impressoras,Sim,Masculino,Entre 18 e 30
2468,2014-11-13,18:36,40.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2469,2014-11-13,19:2,20.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2470,2014-11-14,11:42,10.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2471,2014-11-14,11:44,12.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
2474,2014-11-14,14:13,62.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
2476,2014-11-14,14:16,30.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2478,2014-11-14,16:16,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2482,2014-11-14,16:58,40.0,Outros,Acessorios,Sim,Masculino,Entre 18 e 30
2483,2014-11-14,17:41,100.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2484,2014-11-14,19:4,50.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2485,2014-11-14,19:56,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2486,2014-11-17,8:54,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2487,2014-11-17,11:29,35.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2491,2014-11-17,12:27,40.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2494,2014-11-17,14:10,40.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2497,2014-11-17,20:19,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2499,2014-11-18,9:37,25.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2501,2014-11-18,10:28,145.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2503,2014-11-18,12:19,60.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
2505,2014-11-18,12:41,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2506,2014-11-18,12:46,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2509,2014-11-18,17:18,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2510,2014-11-18,17:39,38.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2515,2014-11-19,11:48,50.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2517,2014-11-19,14:20,40.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2518,2014-11-19,15:5,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2520,2014-11-19,15:59,57.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2521,2014-11-19,16:0,20.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2523,2014-11-19,17:42,142.0,Aluno,Telecom,Sim,Masculino,Entre 18 e 30
2524,2014-11-19,20:24,8.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2526,2014-11-20,13:47,210.0,Outros,Softwares,Sim,Masculino,Entre 30 e 60
2527,2014-11-20,13:55,75.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2528,2014-11-20,14:48,95.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2531,2014-11-20,21:6,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2532,2014-11-20,21:7,52.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2533,2014-11-20,21:7,50.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2537,2014-11-21,13:26,75.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2540,2014-11-21,15:1,40.0,Funcionario,Impressoras,Sim,Masculino,Entre 18 e 30
2543,2014-11-21,16:16,50.0,Funcionario,Apple,Sim,Masculino,Entre 30 e 60
2544,2014-11-21,16:42,36.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2545,2014-11-21,16:51,25.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2546,2014-11-21,17:12,35.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2549,2014-11-24,11:37,124.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2550,2014-11-24,11:38,25.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2552,2014-11-24,12:18,10.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2553,2014-11-24,12:27,175.0,Outros,Impressoras,Sim,Masculino,Maior de 60
2555,2014-11-24,16:9,20.0,Outros,Impressoras,Sim,Masculino,Maior de 60
2556,2014-11-24,16:9,12.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2558,2014-11-24,17:39,304.0,Funcionario,Acessorios,Sim,Feminino,Maior de 60
2560,2014-11-24,18:35,40.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2561,2014-11-24,20:37,16.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2563,2014-11-25,9:55,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2567,2014-11-25,12:51,20.0,Funcionario,Acessorios,Sim,Feminino,Maior de 60
2574,2014-11-26,10:42,25.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2576,2014-11-26,14:33,35.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2577,2014-11-26,14:35,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2579,2014-11-26,15:53,25.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2580,2014-11-26,16:29,86.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2581,2014-11-26,16:30,85.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2582,2014-11-26,16:42,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2583,2014-11-26,16:56,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2584,2014-11-26,17:39,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2590,2014-11-27,13:9,20.0,Aluno,Apple,Sim,Masculino,Entre 18 e 30
2591,2014-11-27,13:12,10.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2593,2014-11-27,14:25,109.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2594,2014-11-27,14:34,60.0,Outros,Apple,Sim,Masculino,Maior de 60
2595,2014-11-27,15:34,68.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2596,2014-11-27,16:36,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2597,2014-11-27,17:18,90.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2598,2014-11-27,17:18,30.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2599,2014-11-27,17:39,30.0,Outros,Apple,Sim,Masculino,Entre 18 e 30
2601,2014-11-27,20:57,145.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2602,2014-11-28,12:31,685.0,Professor,Cameras,Sim,Masculino,Entre 30 e 60
2605,2014-11-28,16:9,280.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
2606,2014-11-28,16:28,25.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2613,2014-12-01,11:46,90.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2614,2014-12-01,11:50,60.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2616,2014-12-01,12:47,60.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
2617,2014-12-01,14:17,25.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2618,2014-12-01,15:11,295.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2620,2014-12-01,17:7,25.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2621,2014-12-01,19:41,50.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2624,2014-12-02,12:36,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2625,2014-12-02,12:54,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2626,2014-12-02,14:31,0.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2627,2014-12-02,14:32,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2629,2014-12-02,15:43,90.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2630,2014-12-02,16:37,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2631,2014-12-02,16:37,30.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2633,2014-12-02,17:35,150.0,Professor,Acessorios,Sim,Masculino,Maior de 60
2634,2014-12-02,17:36,20.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2635,2014-12-03,10:10,20.0,Aluno,Apple,Sim,Feminino,Entre 18 e 30
2636,2014-12-03,10:45,20.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2637,2014-12-03,12:29,90.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2640,2014-12-03,13:28,140.0,Aluno,Telecom,Sim,Masculino,Entre 18 e 30
2641,2014-12-03,14:57,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2642,2014-12-03,15:9,7.371,Outros,Outros,Sim,Masculino,Maior de 60
2643,2014-12-03,15:21,320.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2645,2014-12-04,10:13,25.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2646,2014-12-04,12:30,36.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2649,2014-12-04,13:52,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2650,2014-12-04,13:53,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2651,2014-12-04,14:1,10.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2652,2014-12-04,14:23,180.0,Professor,Apple,Sim,Feminino,Entre 30 e 60
2653,2014-12-04,15:49,150.0,Aluno,Games,Sim,Feminino,Entre 18 e 30
2654,2014-12-04,16:12,50.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2655,2014-12-04,18:47,230.0,Professor,Acessorios,Sim,Masculino,Entre 30 e 60
2656,2014-12-05,12:48,1.7,Funcionario,Games,Sim,Masculino,Entre 30 e 60
2657,2014-12-05,12:49,20.0,Aluno,Apple,Sim,Feminino,Entre 30 e 60
2658,2014-12-05,13:17,98.0,Funcionario,Telecom,Sim,Masculino,Entre 30 e 60
2661,2014-12-05,14:33,25.0,Aluno,Acessorios,Sim,Masculino,Entre 30 e 60
2667,2014-12-05,18:1,90.0,Aluno,Games,Sim,Masculino,Entre 18 e 30
2671,2014-12-08,11:10,123.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2672,2014-12-08,11:47,107.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2674,2014-12-08,13:12,60.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
2676,2014-12-08,14:29,65.0,Aluno,Impressoras,Sim,Feminino,Entre 18 e 30
2677,2014-12-08,14:41,15.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2678,2014-12-08,15:34,20.0,Outros,Apple,Sim,Masculino,Entre 30 e 60
2679,2014-12-08,15:35,20.0,Aluno,Acessorios,Sim,Feminino,Entre 18 e 30
2680,2014-12-08,15:39,20.0,Outros,Acessorios,Sim,Feminino,Entre 18 e 30
2682,2014-12-08,19:10,35.0,Aluno,Acessorios,Sim,Masculino,Entre 18 e 30
2683,2014-12-10,9:9,70.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2687,2014-12-10,11:22,30.0,Funcionario,Telecom,Sim,Masculino,Entre 18 e 30
2688,2014-12-10,11:52,62.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2691,2014-12-10,12:31,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2692,2014-12-10,15:2,12.738,Outros,Outros,Sim,Masculino,Entre 30 e 60
2693,2014-12-10,17:20,35.0,Funcionario,Acessorios,Sim,Masculino,Entre 18 e 30
2696,2014-12-11,12:33,30.0,Outros,Acessorios,Sim,Masculino,Entre 30 e 60
2701,2014-12-11,16:12,10.0,Funcionario,Acessorios,Sim,Masculino,Maior de 60
2702,2014-12-11,16:18,25.0,Outros,Impressoras,Sim,Feminino,Entre 18 e 30
2704,2014-12-12,10:1,230.0,Outros,Telecom,Sim,Masculino,Maior de 60
2705,2014-12-12,10:1,186.0,Outros,Outros,Sim,Masculino,Entre 30 e 60
2706,2014-12-12,10:2,1.4,Outros,Outros,Sim,Masculino,Maior de 60
2707,2014-12-12,11:21,110.0,Funcionario,Impressoras,Sim,Masculino,Entre 30 e 60
2708,2014-12-12,11:21,35.0,Outros,Acessorios,Sim,Feminino,Entre 30 e 60
2712,2014-12-12,16:27,62.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2713,2014-12-12,17:22,66.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2714,2014-12-12,17:41,100.0,Professor,Impressoras,Sim,Masculino,Entre 30 e 60
2715,2014-12-12,17:51,36.0,Funcionario,Acessorios,Sim,Feminino,Entre 30 e 60
2717,2014-12-15,13:2,1.97,Outros,Cameras,Sim,Masculino,Maior de 60
2718,2014-12-15,13:24,30.0,Funcionario,Apple,Sim,Feminino,Entre 18 e 30
2719,2014-12-15,14:22,20.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
2720,2014-12-15,14:39,25.0,Funcionario,Acessorios,Sim,Feminino,Entre 18 e 30
2721,2014-12-16,8:14,340.0,Funcionario,Acessorios,Sim,Masculino,Entre 30 e 60
